"","h","K","nc_yield","mpa_yield","nc_prop_msy","mpa_prop_msy"
"354",0.25,0.3,3.11713334421145e-22,2.49370667542423e-22,6.39654576914832e-07,6.39654576928949e-07
"355",0.25,0.4,9.32871204858466e-05,440.608140387295,4.69538452268527e-08,0.237246310737311
"356",0.25,0.5,0.000794281849783772,1514.21309499858,1.74002421492696e-07,0.371061940789042
"357",0.25,0.6,0.00537126023049063,2702.58505105061,7.13008025943478e-07,0.408290543145508
"358",0.25,0.7,0.0332780864546754,3925.29350842414,3.10718903005593e-06,0.420720494080329
"359",0.25,0.8,0.188435879080835,5202.87358845436,1.34264765909157e-05,0.429026593637284
"360",0.25,0.9,0.963230777477614,6559.33717534505,5.51796299835706e-05,0.437608309596671
"361",0.25,1,4.58550522694793,8019.86259482637,0.000219095334065691,0.448191656849685
"362",0.02,0.2,4.95676659763597e-21,3.96541327810878e-21,1,1
"363",0.02,1.1,9027.56103266619,7221.87938117606,0.369816658027777,0.346874756900252
"364",0.02,1.2,9848.07381407312,7876.23239215953,0.351746791174488,0.33168036171418
"365",0.02,1.3,10660.8883765993,8524.66855679448,0.33735267373325,0.319154984358845
"366",0.02,1.4,11468.080621059,9168.78051666934,0.326440139160428,0.308783638885374
"367",0.02,1.5,12271.1532464964,9809.7269220241,0.316493158623889,0.300590454803405
"368",0.02,1.6,13071.2218390882,10448.3710255753,0.308747527441097,0.293366011835201
"369",0.02,1.7,13869.1292561951,11085.3666691209,0.301795277201978,0.287402043991695
"370",0.02,1.8,14665.5198069275,11721.214482594,0.296259874274269,0.282220325126748
"371",0.02,1.9,15460.8895243491,12356.3002206351,0.29099887788135,0.277821209911725
