"","t","mean","sd","q_025","q_975","surv_mean","surv_sd","surv_q_025","surv_q_975"
"100",100,18832.0353057623,1782.02264425413,15406.1631272513,20726.0786053654,18832.0353057623,1782.02264425413,15406.1631272513,20726.0786053654
"101",101,18831.5913357414,1824.08280694613,15525.5019454008,21177.4128613267,18831.5913357414,1824.08280694613,15525.5019454008,21177.4128613267
"102",102,18827.0650785805,1911.70593008935,15714.7938882509,21547.7478827575,18827.0650785805,1911.70593008935,15714.7938882509,21547.7478827575
"103",103,18808.4975599219,1970.81664411457,15942.566252008,21719.0878603418,18808.4975599219,1970.81664411457,15942.566252008,21719.0878603418
"104",104,18828.3626033174,2076.64801677395,15716.6468450107,21843.0845161831,18828.3626033174,2076.64801677395,15716.6468450107,21843.0845161831
"105",105,18668.7000149305,2225.9579371794,15271.413031347,21671.7592291441,18668.7000149305,2225.9579371794,15271.413031347,21671.7592291441
"106",106,18316.3279534557,2306.80887270478,14500.5781903919,21393.567000296,18316.3279534557,2306.80887270478,14500.5781903919,21393.567000296
"107",107,18278.0515302301,2339.86836203861,14160.9668189876,20782.2918465079,18278.0515302301,2339.86836203861,14160.9668189876,20782.2918465079
"108",108,18318.1334313508,2250.1191859493,14203.8182616798,20007.0805666384,18318.1334313508,2250.1191859493,14203.8182616798,20007.0805666384
"109",109,18292.7050507315,2074.54422618417,14306.0688397022,20338.2635907443,18292.7050507315,2074.54422618417,14306.0688397022,20338.2635907443
"110",110,18453.8694178666,1919.13049731408,14629.8113156126,20344.6431665864,18453.8694178666,1919.13049731408,14629.8113156126,20344.6431665864
"111",111,18556.0109300177,2003.66663693279,14488.3566246499,20174.9718167481,18556.0109300177,2003.66663693279,14488.3566246499,20174.9718167481
"112",112,18473.8726944634,2191.51442568625,14084.0413885061,20484.7056580884,18473.8726944634,2191.51442568625,14084.0413885061,20484.7056580884
"113",113,18306.7564670808,2152.71567632339,14127.8484995491,20557.9709753376,18306.7564670808,2152.71567632339,14127.8484995491,20557.9709753376
"114",114,18271.6355133555,1952.81419954016,14771.3607248762,20736.5522687851,18271.6355133555,1952.81419954016,14771.3607248762,20736.5522687851
"115",115,18342.507853812,1955.37475199928,14999.4430338828,21124.4292813486,18342.507853812,1955.37475199928,14999.4430338828,21124.4292813486
"116",116,18292.8861495056,2195.72985788144,14515.6692623085,21504.7120045136,18292.8861495056,2195.72985788144,14515.6692623085,21504.7120045136
"117",117,18260.1678049704,2385.89394656004,14183.6758707976,21583.3487650646,18260.1678049704,2385.89394656004,14183.6758707976,21583.3487650646
"118",118,18518.8416712336,2333.82883582781,14427.9948374196,21527.8702681842,18518.8416712336,2333.82883582781,14427.9948374196,21527.8702681842
"119",119,18795.0886732836,2111.46545730494,15024.599768641,21533.6888291767,18795.0886732836,2111.46545730494,15024.599768641,21533.6888291767
"120",120,18753.6110623977,1751.27841654829,15932.3076338662,21283.5739563789,18753.6110623977,1751.27841654829,15932.3076338662,21283.5739563789
"121",121,18571.9662953259,1658.92700004138,16020.3845716089,21068.3019819963,18571.9662953259,1658.92700004138,16020.3845716089,21068.3019819963
"122",122,18453.5746615982,1541.61559987596,15939.154032942,20525.6445291699,18453.5746615982,1541.61559987596,15939.154032942,20525.6445291699
"123",123,18392.2911821379,1299.26092360646,16596.1821804267,20109.8043959173,18392.2911821379,1299.26092360646,16596.1821804267,20109.8043959173
"124",124,18502.8245457178,1220.94314108445,16724.8556049647,19869.1907419625,18502.8245457178,1220.94314108445,16724.8556049647,19869.1907419625
"125",125,18641.1775346112,1051.64613207115,16861.8849317628,19831.929594545,18641.1775346112,1051.64613207115,16861.8849317628,19831.929594545
"126",126,18753.7208461923,968.525617838627,16968.3332998817,19779.3084349408,18753.7208461923,968.525617838627,16968.3332998817,19779.3084349408
"127",127,18785.7980572255,1150.34547600195,16813.7720977124,19921.1969716608,18785.7980572255,1150.34547600195,16813.7720977124,19921.1969716608
"128",128,18921.0325057636,1190.31583570444,16716.5301864939,20149.4262173396,18921.0325057636,1190.31583570444,16716.5301864939,20149.4262173396
"129",129,18981.0200063303,943.602114556725,17214.57669579,19979.2173387569,18981.0200063303,943.602114556725,17214.57669579,19979.2173387569
"130",130,18910.1414339292,708.625420270517,17932.3844753051,19956.4651797324,18910.1414339292,708.625420270517,17932.3844753051,19956.4651797324
"131",131,19008.8391912206,840.423114294471,17854.3517874226,20386.5115233656,19008.8391912206,840.423114294471,17854.3517874226,20386.5115233656
"132",132,19012.1387286747,1302.99189015511,17267.3147685786,20690.4047599172,19012.1387286747,1302.99189015511,17267.3147685786,20690.4047599172
"133",133,18843.9342547285,1574.9951990458,16632.4114490278,20615.9044526152,18843.9342547285,1574.9951990458,16632.4114490278,20615.9044526152
"134",134,18769.8401743838,1587.69888313143,16368.7148797431,20356.1898501745,18769.8401743838,1587.69888313143,16368.7148797431,20356.1898501745
"135",135,18830.9702680574,1650.34850423426,16293.0261771095,20727.4586783261,18830.9702680574,1650.34850423426,16293.0261771095,20727.4586783261
"136",136,18882.8242422431,1522.43448221346,16662.0582016344,20849.1042446751,18882.8242422431,1522.43448221346,16662.0582016344,20849.1042446751
"137",137,18886.2641028096,1347.25406619817,16846.3181444653,20743.7041843757,18886.2641028096,1347.25406619817,16846.3181444653,20743.7041843757
"138",138,18875.2054176134,1507.21830648275,16407.6831456623,21037.8424186022,18875.2054176134,1507.21830648275,16407.6831456623,21037.8424186022
"139",139,18904.9440539082,1600.68643314564,16209.2899738401,21046.7197281365,18904.9440539082,1600.68643314564,16209.2899738401,21046.7197281365
"140",140,18883.2502574155,1543.97164742199,16119.9531798708,20967.3305293436,18883.2502574155,1543.97164742199,16119.9531798708,20967.3305293436
"141",141,18742.3749942119,1493.2350514454,16292.0318988564,21253.2647238788,18742.3749942119,1493.2350514454,16292.0318988564,21253.2647238788
"142",142,18499.7043462787,1536.81994507673,16540.9010383519,21280.9602542384,18499.7043462787,1536.81994507673,16540.9010383519,21280.9602542384
"143",143,18292.1462470023,1719.95169588161,16344.8283216265,21148.5416557134,18292.1462470023,1719.95169588161,16344.8283216265,21148.5416557134
"144",144,18228.5877602657,1769.17483160257,16105.1117168528,21015.1829674358,18228.5877602657,1769.17483160257,16105.1117168528,21015.1829674358
"145",145,18230.6257723742,1796.02000024313,16025.6732445278,20904.4743323307,18230.6257723742,1796.02000024313,16025.6732445278,20904.4743323307
"146",146,18245.6499238333,1993.10378615333,15571.7458681557,21174.6972839977,18245.6499238333,1993.10378615333,15571.7458681557,21174.6972839977
"147",147,18389.9931550537,1955.77768784215,15510.7198402485,21421.3847502652,18389.9931550537,1955.77768784215,15510.7198402485,21421.3847502652
"148",148,18591.3612890374,1864.07892890411,15850.5672187665,21739.0090804917,18591.3612890374,1864.07892890411,15850.5672187665,21739.0090804917
"149",149,18630.6625283834,1887.2028247078,16227.3451655873,21927.4842894127,18630.6625283834,1887.2028247078,16227.3451655873,21927.4842894127
"150",150,18656.8011373564,1875.98633617518,16569.7831455442,21885.54744649,18656.8011373564,1875.98633617518,16569.7831455442,21885.54744649
